@relation Lines
@attribute line0 real
@attribute line1 real
@attribute line2 real
@attribute line3 real
@attribute line4 real
@attribute line5 real
@attribute line6 real
@attribute line7 real
@attribute line8 real
@attribute line9 real
@attribute line10 real
@attribute line11 real
@attribute line12 real
@attribute line13 real
@attribute line14 real
@attribute line15 real
@attribute line16 real
@attribute line17 real
@attribute line18 real
@attribute line19 real
@attribute line20 real
@attribute Class { 'not', 'line' }
@data
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4630503144654088,0.6139937106918238,0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,not
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4630503144654088,0.6139937106918238,0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,not
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4630503144654088,0.6139937106918238,0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,not
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4630503144654088,0.6139937106918238,0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,not
0.0,0.0,0.0,0.0,0.0,0.0,0.4630503144654088,0.6139937106918238,0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,not
0.0,0.0,0.0,0.0,0.0,0.4630503144654088,0.6139937106918238,0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,not
0.0,0.0,0.0,0.0,0.4630503144654088,0.6139937106918238,0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,not
0.0,0.0,0.0,0.4630503144654088,0.6139937106918238,0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,not
0.0,0.0,0.4630503144654088,0.6139937106918238,0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,not
0.0,0.4630503144654088,0.6139937106918238,0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,not
0.4630503144654088,0.6139937106918238,0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,not
0.6139937106918238,0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,not
0.7775157232704403,0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,not
0.815251572327044,0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,not
0.7995283018867925,0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,not
0.7209119496855346,0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,not
0.6729559748427673,0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,not
0.6360062893081762,0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,0.0,not
0.595125786163522,0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,0.0,0.0,not
0.5157232704402516,0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,0.0,0.0,0.0,not
0.4638364779874214,0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,0.0,0.0,0.0,0.0,not
0.4025157232704403,0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not
0.3561320754716981,0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not
0.28223270440251574,0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not
0.17295597484276728,0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not
0.12578616352201258,0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not
0.07232704402515723,0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not
0.02830188679245283,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not
0.006289308176100629,0.0,0.0,0.0,0.0,0.0,7.861635220125787E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not
